省份,日期,新增确诊人数,新增治愈人数,新增死亡人数,累计确诊人数,累计治愈人数,累计死亡人数
北京,2020-04-03,2,4,0,11035,8534,134
北京,2020-04-04,1,3,0,11036,8537,134
北京,2020-04-05,1,2,0,11037,8539,134
北京,2020-04-06,0,5,0,11037,8544,134
北京,2020-04-07,1,7,0,11038,8551,134
北京,2020-04-08,0,9,0,11038,8560,134
北京,2020-04-09,0,5,0,11038,8565,134
北京,2020-04-10,1,5,0,11039,8570,134
北京,2020-04-11,0,5,0,11039,8575,134
北京,2020-04-12,0,5,0,11039,8580,134
北京,2020-04-13,0,7,0,11039,8587,134
北京,2020-04-14,1,4,0,11040,8591,134
北京,2020-04-15,3,8,0,11043,8599,134
北京,2020-04-16,0,6,0,11043,8605,134
北京,2020-04-17,0,0,0,11043,8605,134
北京,2020-04-18,0,1,0,11043,8606,134
北京,2020-04-19,0,4,0,11043,8610,134
北京,2020-04-20,0,2,0,11043,8612,134
北京,2020-04-21,0,2,0,11043,8614,134
北京,2020-04-22,0,4,0,11043,8618,134
北京,2020-04-23,0,2,0,11043,8620,134
北京,2020-04-24,0,1,0,11043,8621,134
北京,2020-04-25,0,0,0,11043,8621,134
北京,2020-04-26,0,0,1,11043,8621,135
北京,2020-04-27,0,2,0,11043,8623,135
北京,2020-04-28,0,2,0,11043,8625,135
北京,2020-04-29,0,4,0,11043,8629,135
北京,2020-04-30,0,5,0,11043,8634,135
北京,2020-05-01,0,0,0,11043,8634,135
北京,2020-05-02,0,4,0,11043,8638,135
北京,2020-05-03,0,2,0,11043,8640,135
北京,2020-05-04,0,1,0,11043,8641,135
北京,2020-05-05,0,1,0,11043,8642,135
北京,2020-05-06,0,2,0,11043,8644,135
北京,2020-05-07,0,3,0,11043,8647,135
北京,2020-05-08,0,3,0,11043,8650,135
北京,2020-05-09,0,2,0,11043,8652,135
北京,2020-05-10,0,3,0,11043,8655,135
北京,2020-05-11,0,3,0,11043,8658,135
北京,2020-05-12,0,2,0,11043,8660,135
北京,2020-05-13,0,1,0,11043,8661,135
北京,2020-05-14,0,0,0,11043,8661,135
北京,2020-05-15,0,2,0,11043,8663,135
北京,2020-05-16,0,1,0,11043,8664,135
北京,2020-05-17,0,1,0,11043,8665,135
北京,2020-05-18,0,0,0,11043,8665,135
北京,2020-05-19,0,0,0,11043,8665,135
北京,2020-05-20,0,1,0,11043,8666,135
北京,2020-05-21,0,0,0,11043,8666,135
北京,2020-05-22,0,0,0,11043,8666,135
北京,2020-05-23,0,2,0,11043,8668,135
北京,2020-05-24,0,0,0,11043,8668,135
北京,2020-05-25,0,0,0,11043,8668,135
北京,2020-05-26,0,0,0,11043,8668,135
北京,2020-05-27,0,0,0,11043,8668,135
北京,2020-05-28,0,0,0,11043,8668,135
北京,2020-05-29,0,0,0,11043,8668,135
北京,2020-05-30,0,0,0,11043,8668,135
北京,2020-05-31,0,0,0,11043,8668,135
北京,2020-06-01,0,0,0,11043,8668,135
北京,2020-06-02,1,1,0,11044,8669,135
北京,2020-06-03,0,1,0,11044,8670,135
北京,2020-06-04,0,0,0,11044,8670,135
北京,2020-06-05,0,0,0,11044,8670,135
北京,2020-06-06,0,0,0,11044,8670,135
北京,2020-06-07,0,0,0,11044,8670,135
北京,2020-06-08,0,1,0,11044,8671,135
北京,2020-06-09,0,0,0,11044,8671,135
北京,2020-06-10,0,0,0,11044,8671,135
北京,2020-06-11,1,0,0,11045,8671,135
北京,2020-06-12,6,0,0,11051,8671,135
北京,2020-06-13,36,0,0,11087,8671,135
北京,2020-06-14,36,0,0,11123,8671,135
北京,2020-06-15,27,0,0,11150,8671,135
北京,2020-06-16,31,0,0,11181,8671,135
北京,2020-06-17,21,0,0,11202,8671,135
北京,2020-06-18,25,0,0,11227,8671,135
北京,2020-06-19,22,0,0,11249,8671,135
北京,2020-06-20,22,0,0,11271,8671,135
北京,2020-06-21,9,0,0,11280,8671,135
北京,2020-06-22,13,0,0,11293,8671,135
北京,2020-06-23,7,0,0,11300,8671,135
北京,2020-06-24,13,0,0,11313,8671,135
北京,2020-06-25,11,0,0,11324,8671,135
北京,2020-06-26,17,0,0,11341,8671,135
北京,2020-06-27,14,0,0,11355,8671,135
北京,2020-06-28,7,0,0,11362,8671,135
北京,2020-06-29,7,1,0,11369,8672,135
北京,2020-06-30,3,0,0,11372,8672,135
台湾,2020-01-21,1,0,0,1,0,0
台湾,2020-01-22,0,0,0,1,0,0
台湾,2020-01-23,0,0,0,1,0,0
台湾,2020-01-24,2,0,0,3,0,0
台湾,2020-01-25,0,0,0,3,0,0
台湾,2020-01-26,1,0,0,4,0,0
台湾,2020-01-27,1,0,0,5,0,0
台湾,2020-01-28,3,0,0,8,0,0
台湾,2020-01-29,0,0,0,8,0,0
台湾,2020-01-30,1,0,0,9,0,0
台湾,2020-01-31,1,0,0,10,0,0
台湾,2020-02-01,0,0,0,10,0,0
台湾,2020-02-02,0,0,0,10,0,0
台湾,2020-02-03,0,0,0,10,0,0
台湾,2020-02-04,1,0,0,11,0,0
台湾,2020-02-05,0,0,0,11,0,0
台湾,2020-02-06,5,1,0,16,1,0
台湾,2020-02-07,0,0,0,16,1,0
台湾,2020-02-08,1,0,0,17,1,0
台湾,2020-02-09,1,0,0,18,1,0
台湾,2020-02-10,0,0,0,18,1,0
台湾,2020-02-11,0,0,0,18,1,0
台湾,2020-02-12,0,0,0,18,1,0
台湾,2020-02-13,0,0,0,18,1,0
台湾,2020-02-14,0,0,0,18,1,0
台湾,2020-02-15,0,1,0,18,2,0
台湾,2020-02-16,2,0,1,20,2,1
台湾,2020-02-17,2,0,0,22,2,1
台湾,2020-02-18,0,0,0,22,2,1
台湾,2020-02-19,2,0,0,24,2,1
台湾,2020-02-20,0,0,0,24,2,1
台湾,2020-02-21,2,0,0,26,2,1
台湾,2020-02-22,0,0,0,26,2,1
台湾,2020-02-23,2,3,0,28,5,1
台湾,2020-02-24,2,0,0,30,5,1
台湾,2020-02-25,1,0,0,31,5,1
台湾,2020-02-26,1,0,0,32,5,1
台湾,2020-02-27,0,1,0,32,6,1
台湾,2020-02-28,2,3,0,34,9,1
台湾,2020-02-29,5,0,0,39,9,1
台湾,2020-03-01,1,3,0,40,12,1
台湾,2020-03-02,1,0,0,41,12,1
台湾,2020-03-03,1,0,0,42,12,1
台湾,2020-03-04,0,0,0,42,12,1
台湾,2020-03-05,2,0,0,44,12,1
台湾,2020-03-06,1,0,0,45,12,1
台湾,2020-03-07,0,1,0,45,13,1
台湾,2020-03-08,0,2,0,45,15,1
台湾,2020-03-09,0,0,0,45,15,1
台湾,2020-03-10,2,2,0,47,17,1
台湾,2020-03-11,1,0,0,48,17,1
台湾,2020-03-12,1,3,0,49,20,1
台湾,2020-03-13,1,0,0,50,20,1
台湾,2020-03-14,3,0,0,53,20,1
台湾,2020-03-15,6,0,0,59,20,1
台湾,2020-03-16,8,2,0,67,22,1
台湾,2020-03-17,10,0,0,77,22,1
台湾,2020-03-18,23,0,0,100,22,1
台湾,2020-03-19,8,4,0,108,26,1
台湾,2020-03-20,27,2,1,135,28,2
台湾,2020-03-21,18,0,0,153,28,2
台湾,2020-03-22,16,0,0,169,28,2
台湾,2020-03-23,26,1,0,195,29,2
台湾,2020-03-24,21,0,0,216,29,2
台湾,2020-03-25,19,0,0,235,29,2
台湾,2020-03-26,17,0,0,252,29,2
台湾,2020-03-27,15,1,0,267,30,2
台湾,2020-03-28,16,0,0,283,30,2
台湾,2020-03-29,15,9,1,298,39,3
台湾,2020-03-30,8,0,2,306,39,5
台湾,2020-03-31,16,0,0,322,39,5
台湾,2020-04-01,7,6,0,329,45,5
台湾,2020-04-02,10,5,0,339,50,5
台湾,2020-04-03,9,0,0,348,50,5
台湾,2020-04-04,7,0,0,355,50,5
台湾,2020-04-05,8,4,0,363,54,5
台湾,2020-04-06,10,3,0,373,57,5
台湾,2020-04-07,3,4,0,376,61,5
台湾,2020-04-08,3,6,0,379,67,5
台湾,2020-04-09,1,13,0,380,80,5
台湾,2020-04-10,2,11,1,382,91,6
台湾,2020-04-11,3,8,0,385,99,6
台湾,2020-04-12,3,10,0,388,109,6
台湾,2020-04-13,5,5,0,393,114,6
台湾,2020-04-14,0,10,0,393,124,6
台湾,2020-04-15,2,13,0,395,137,6
台湾,2020-04-16,0,18,0,395,155,6
台湾,2020-04-17,0,11,0,395,166,6
台湾,2020-04-18,3,12,0,398,178,6
台湾,2020-04-19,22,11,0,420,189,6
台湾,2020-04-20,2,14,0,422,203,6
台湾,2020-04-21,3,14,0,425,217,6
台湾,2020-04-22,1,19,0,426,236,6
台湾,2020-04-23,1,17,0,427,253,6
台湾,2020-04-24,1,11,0,428,264,6
台湾,2020-04-25,1,11,0,429,275,6
台湾,2020-04-26,0,6,0,429,281,6
台湾,2020-04-27,0,9,0,429,290,6
台湾,2020-04-28,0,17,0,429,307,6
台湾,2020-04-29,0,4,0,429,311,6
台湾,2020-04-30,0,11,0,429,322,6
台湾,2020-05-01,0,2,0,429,324,6
台湾,2020-05-02,3,0,0,432,324,6
台湾,2020-05-03,4,8,0,436,332,6
台湾,2020-05-04,2,2,0,438,334,6
台湾,2020-05-05,0,0,0,438,334,6
台湾,2020-05-06,1,5,0,439,339,6
台湾,2020-05-07,1,8,0,440,347,6
台湾,2020-05-08,0,8,0,440,355,6
台湾,2020-05-09,0,6,0,440,361,6
台湾,2020-05-10,0,5,0,440,366,6
台湾,2020-05-11,0,2,1,440,368,7
台湾,2020-05-12,0,4,0,440,372,7
台湾,2020-05-13,0,3,0,440,375,7
台湾,2020-05-14,0,8,0,440,383,7
台湾,2020-05-15,0,4,0,440,387,7
台湾,2020-05-16,0,2,0,440,389,7
台湾,2020-05-17,0,6,0,440,395,7
台湾,2020-05-18,0,3,0,440,398,7
台湾,2020-05-19,0,3,0,440,401,7
台湾,2020-05-20,0,1,0,440,402,7
台湾,2020-05-21,1,5,0,441,407,7
台湾,2020-05-22,0,1,0,441,408,7
台湾,2020-05-23,0,3,0,441,411,7
台湾,2020-05-24,0,3,0,441,414,7
台湾,2020-05-25,0,1,0,441,415,7
台湾,2020-05-26,0,1,0,441,416,7
台湾,2020-05-27,0,3,0,441,419,7
台湾,2020-05-28,0,1,0,441,420,7
台湾,2020-05-29,1,0,0,442,420,7
台湾,2020-05-30,0,1,0,442,421,7
台湾,2020-05-31,0,2,0,442,423,7
台湾,2020-06-01,1,4,0,443,427,7
台湾,2020-06-02,0,0,0,443,427,7
台湾,2020-06-03,0,1,0,443,428,7
台湾,2020-06-04,0,0,0,443,428,7
台湾,2020-06-05,0,1,0,443,429,7
台湾,2020-06-06,0,0,0,443,429,7
台湾,2020-06-07,0,1,0,443,430,7
台湾,2020-06-08,0,0,0,443,430,7
台湾,2020-06-09,0,1,0,443,431,7
台湾,2020-06-10,0,0,0,443,431,7
台湾,2020-06-11,0,0,0,443,431,7
台湾,2020-06-12,0,0,0,443,431,7
台湾,2020-06-13,0,0,0,443,431,7
台湾,2020-06-14,0,0,0,443,431,7
台湾,2020-06-15,2,2,0,445,433,7
台湾,2020-06-16,0,0,0,445,433,7
台湾,2020-06-17,0,1,0,445,434,7
台湾,2020-06-18,1,0,0,446,434,7
台湾,2020-06-19,0,0,0,446,434,7
台湾,2020-06-20,0,0,0,446,434,7
台湾,2020-06-21,0,0,0,446,434,7
台湾,2020-06-22,0,1,0,446,435,7
台湾,2020-06-23,0,0,0,446,435,7
台湾,2020-06-24,0,0,0,446,435,7
台湾,2020-06-25,1,0,0,447,435,7
台湾,2020-06-26,0,0,0,447,435,7
台湾,2020-06-27,0,0,0,447,435,7
台湾,2020-06-28,0,0,0,447,435,7
台湾,2020-06-29,0,0,0,447,435,7
台湾,2020-06-30,0,0,0,447,435,7
吉林,2020-01-22,1,0,0,111,108,2
吉林,2020-01-23,2,0,0,206,199,4
吉林,2020-01-24,1,0,0,207,199,4
吉林,2020-01-25,0,0,0,207,199,4
吉林,2020-01-26,2,0,0,276,265,5
吉林,2020-01-27,2,0,0,278,265,5
吉林,2020-01-28,1,0,0,382,366,7
吉林,2020-01-29,5,0,0,475,452,9
吉林,2020-01-30,0,1,0,475,453,9
吉林,2020-01-31,3,0,0,478,453,9
吉林,2020-02-01,6,0,0,484,453,9
吉林,2020-02-02,8,0,0,492,453,9
吉林,2020-02-03,11,0,0,599,547,11
吉林,2020-02-04,12,0,0,611,547,11
吉林,2020-02-05,5,1,0,616,548,11
吉林,2020-02-06,6,2,1,622,550,12
吉林,2020-02-07,4,0,0,721,643,14
吉林,2020-02-08,9,1,0,730,644,14
吉林,2020-02-09,2,7,0,732,651,14
吉林,2020-02-10,1,1,0,733,652,14
吉林,2020-02-11,2,5,0,735,657,14
吉林,2020-02-12,1,4,0,736,661,14
吉林,2020-02-13,2,3,0,738,664,14
吉林,2020-02-14,2,0,0,740,664,14
吉林,2020-02-15,1,3,0,741,667,14
吉林,2020-02-16,0,2,0,741,669,14
吉林,2020-02-17,0,4,0,741,673,14
吉林,2020-02-18,1,2,0,742,675,14
吉林,2020-02-19,1,4,0,743,679,14
吉林,2020-02-20,0,4,0,743,683,14
吉林,2020-02-21,0,2,0,743,685,14
吉林,2020-02-22,0,6,0,743,691,14
吉林,2020-02-23,2,2,0,745,693,14
吉林,2020-02-24,0,6,0,745,699,14
吉林,2020-02-25,0,3,0,745,702,14
吉林,2020-02-26,0,2,0,745,704,14
吉林,2020-02-27,0,3,0,745,707,14
吉林,2020-02-28,0,5,0,745,712,14
吉林,2020-02-29,0,2,0,745,714,14
吉林,2020-03-01,0,3,0,745,717,14
吉林,2020-03-02,0,5,0,745,722,14
吉林,2020-03-03,0,1,0,745,723,14
吉林,2020-03-04,0,2,0,745,725,14
吉林,2020-03-05,0,2,0,745,727,14
吉林,2020-03-06,0,2,0,745,729,14
吉林,2020-03-07,0,0,0,745,729,14
吉林,2020-03-08,0,0,0,745,729,14
吉林,2020-03-09,0,1,0,745,730,14
吉林,2020-03-10,0,0,0,745,730,14
吉林,2020-03-11,0,0,0,745,730,14
吉林,2020-03-12,0,0,0,745,730,14
吉林,2020-03-13,0,0,0,745,730,14
吉林,2020-03-14,0,0,0,745,730,14
吉林,2020-03-15,0,1,0,745,731,14
吉林,2020-03-16,0,0,0,745,731,14
吉林,2020-03-17,0,0,0,745,731,14
吉林,2020-03-18,0,0,0,745,731,14
吉林,2020-03-19,0,0,0,745,731,14
吉林,2020-03-20,0,0,0,745,731,14
吉林,2020-03-21,0,0,0,745,731,14
吉林,2020-03-22,0,0,0,745,731,14
吉林,2020-03-23,0,0,0,745,731,14
吉林,2020-03-24,1,0,0,794,778,15
吉林,2020-03-25,1,0,0,795,778,15
吉林,2020-03-26,0,0,0,795,778,15
吉林,2020-03-27,2,0,0,797,778,15
吉林,2020-03-28,1,0,0,798,778,15
吉林,2020-03-29,0,0,0,798,778,15
吉林,2020-03-30,0,0,0,798,778,15
吉林,2020-03-31,0,0,0,798,778,15
吉林,2020-04-01,0,0,0,798,778,15
吉林,2020-04-02,0,0,0,798,778,15
吉林,2020-04-03,0,0,0,798,778,15
吉林,2020-04-04,0,0,0,798,778,15
吉林,2020-04-05,0,0,0,798,778,15
吉林,2020-04-06,0,0,0,798,778,15
吉林,2020-04-07,0,0,0,798,778,15
吉林,2020-04-08,0,1,0,798,779,15
吉林,2020-04-09,0,2,0,798,781,15
吉林,2020-04-10,0,1,0,798,782,15
吉林,2020-04-11,1,0,0,799,782,15
吉林,2020-04-12,1,0,0,800,782,15
吉林,2020-04-13,0,0,0,800,782,15
吉林,2020-04-14,2,0,0,802,782,15
吉林,2020-04-15,0,0,0,802,782,15
吉林,2020-04-16,0,1,0,802,783,15
吉林,2020-04-17,0,0,0,802,783,15
吉林,2020-04-18,2,0,0,804,783,15
吉林,2020-04-19,0,0,0,804,783,15
吉林,2020-04-20,2,0,0,806,783,15
吉林,2020-04-21,0,1,0,806,784,15
吉林,2020-04-22,1,0,0,807,784,15
吉林,2020-04-23,1,1,0,808,785,15
吉林,2020-04-24,1,0,0,809,785,15
吉林,2020-04-25,0,0,0,809,785,15
吉林,2020-04-26,1,0,0,810,785,15
吉林,2020-04-27,0,0,0,810,785,15
吉林,2020-04-28,0,0,0,810,785,15
吉林,2020-04-29,1,0,0,811,785,15
吉林,2020-04-30,0,2,0,811,787,15
吉林,2020-05-01,1,1,0,812,788,15
吉林,2020-05-02,0,1,0,812,789,15
吉林,2020-05-03,0,0,0,812,789,15
吉林,2020-05-04,0,0,0,812,789,15
吉林,2020-05-05,0,0,0,812,789,15
吉林,2020-05-06,0,0,0,812,789,15
吉林,2020-05-07,1,1,0,813,790,15
吉林,2020-05-08,0,1,0,813,791,15
吉林,2020-05-09,11,0,0,824,791,15
吉林,2020-05-10,3,0,0,827,791,15
吉林,2020-05-11,0,0,0,827,791,15
吉林,2020-05-12,6,3,0,833,794,15
吉林,2020-05-13,1,0,0,834,794,15
吉林,2020-05-14,4,0,0,838,794,15
吉林,2020-05-15,2,0,0,840,794,15
吉林,2020-05-16,4,5,1,844,799,16
吉林,2020-05-17,2,9,0,846,808,16
吉林,2020-05-18,5,1,0,851,809,16
吉林,2020-05-19,1,2,0,852,811,16
吉林,2020-05-20,0,0,0,852,811,16
吉林,2020-05-21,2,2,0,854,813,16
吉林,2020-05-22,0,1,0,854,814,16
吉林,2020-05-23,1,0,0,855,814,16
吉林,2020-05-24,0,0,0,855,814,16
吉林,2020-05-25,0,0,0,855,814,16
吉林,2020-05-26,0,0,0,855,814,16
吉林,2020-05-27,0,5,0,855,819,16
吉林,2020-05-28,0,3,0,855,822,16
吉林,2020-05-29,0,6,0,855,828,16
吉林,2020-05-30,0,2,0,855,830,16
吉林,2020-05-31,0,0,0,855,830,16
吉林,2020-06-01,0,3,0,855,833,16
吉林,2020-06-02,0,0,0,855,833,16
吉林,2020-06-03,0,1,0,855,834,16
吉林,2020-06-04,0,1,0,855,835,16
吉林,2020-06-05,0,1,0,855,836,16
吉林,2020-06-06,0,1,0,855,837,16
吉林,2020-06-07,0,2,0,855,839,16
吉林,2020-06-08,0,0,0,855,839,16
吉林,2020-06-09,0,0,0,855,839,16
吉林,2020-06-10,0,0,0,855,839,16
吉林,2020-06-11,0,0,0,855,839,16
吉林,2020-06-12,0,0,0,855,839,16
吉林,2020-06-13,0,0,0,855,839,16
吉林,2020-06-14,0,0,0,855,839,16
吉林,2020-06-15,0,0,0,855,839,16
吉林,2020-06-16,0,0,0,855,839,16
吉林,2020-06-17,0,0,0,855,839,16
吉林,2020-06-18,0,0,0,855,839,16
吉林,2020-06-19,0,0,0,855,839,16
吉林,2020-06-20,0,0,0,855,839,16
吉林,2020-06-21,0,0,0,855,839,16
吉林,2020-06-22,0,0,0,855,839,16
吉林,2020-06-23,0,0,0,855,839,16
吉林,2020-06-24,0,0,0,855,839,16
吉林,2020-06-25,0,0,0,855,839,16
吉林,2020-06-26,0,0,0,855,839,16
吉林,2020-06-27,0,0,0,855,839,16
吉林,2020-06-28,0,0,0,855,839,16
吉林,2020-06-29,0,0,0,855,839,16
吉林,2020-06-30,0,0,0,855,839,16
四川,2020-01-21,2,0,0,396,372,0
四川,2020-01-22,6,0,0,1421,1363,6
四川,2020-01-23,7,0,0,2787,2683,12
四川,2020-01-24,13,0,0,3699,3554,18
四川,2020-01-25,16,0,0,4643,4454,24
四川,2020-01-26,25,0,0,5347,5108,27
四川,2020-01-27,21,0,0,5368,5108,27
四川,2020-01-28,18,0,0,5696,5396,27
四川,2020-01-29,33,1,1,5729,5397,28
四川,2020-01-30,36,0,0,6717,6321,34
四川,2020-01-31,30,2,0,6747,6323,34
四川,2020-02-01,24,0,0,6771,6323,34
四川,2020-02-02,23,9,0,6794,6332,34
四川,2020-02-03,28,2,0,6822,6334,34
四川,2020-02-04,19,9,0,6841,6343,34
四川,2020-02-05,20,4,0,6861,6347,34
四川,2020-02-06,23,10,0,6884,6357,34
四川,2020-02-07,19,13,0,6903,6370,34
四川,2020-02-08,23,10,0,6926,6380,34
四川,2020-02-09,19,16,0,6945,6396,34
四川,2020-02-10,12,6,0,6957,6402,34
四川,2020-02-11,19,3,0,6976,6405,34
四川,2020-02-12,15,8,0,6991,6413,34
四川,2020-02-13,12,12,0,7003,6425,34
四川,2020-02-14,7,10,0,7010,6435,34
四川,2020-02-15,11,12,2,7021,6447,36
四川,2020-02-16,14,9,0,7035,6456,36
四川,2020-02-17,13,27,0,7048,6483,36
四川,2020-02-18,6,14,0,7054,6497,36
四川,2020-02-19,6,21,0,7060,6518,36
四川,2020-02-20,5,24,0,7065,6542,36
四川,2020-02-21,1,20,0,7066,6562,36
四川,2020-02-22,0,14,0,7066,6576,36
四川,2020-02-23,1,7,0,7067,6583,36
四川,2020-02-24,2,15,0,7069,6598,36
四川,2020-02-25,2,14,0,7071,6612,36
四川,2020-02-26,3,18,0,7074,6630,36
四川,2020-02-27,4,16,0,7078,6646,36
四川,2020-02-28,0,24,0,7078,6670,36
四川,2020-02-29,0,13,0,7078,6683,36
四川,2020-03-01,0,15,0,7078,6698,36
四川,2020-03-02,0,11,0,7078,6709,36
四川,2020-03-03,0,11,0,7078,6720,36
四川,2020-03-04,1,18,0,7079,6738,36
四川,2020-03-05,0,10,0,7079,6748,36
四川,2020-03-06,0,20,0,7079,6768,36
四川,2020-03-07,0,9,0,7079,6777,36
四川,2020-03-08,0,8,0,7079,6785,36
四川,2020-03-09,0,5,0,7079,6790,36
四川,2020-03-10,0,14,0,7079,6804,36
四川,2020-03-11,0,10,0,7079,6814,36
四川,2020-03-12,0,6,0,7079,6820,36
四川,2020-03-13,0,10,0,7079,6830,36
四川,2020-03-14,0,5,0,7079,6835,36
四川,2020-03-15,0,1,0,7079,6836,36
四川,2020-03-16,0,4,0,7079,6840,36
四川,2020-03-17,1,5,0,7157,6922,36
四川,2020-03-18,0,6,0,7157,6928,36
四川,2020-03-19,1,5,0,7158,6933,36
四川,2020-03-20,1,0,0,7159,6933,36
四川,2020-03-21,1,0,0,7160,6933,36
四川,2020-03-22,0,0,0,7160,6933,36
四川,2020-03-23,2,0,0,7162,6933,36
四川,2020-03-24,2,0,0,7164,6933,36
四川,2020-03-25,0,0,0,7164,6933,36
四川,2020-03-26,1,0,0,7165,6933,36
四川,2020-03-27,0,0,0,7165,6933,36
四川,2020-03-28,2,0,0,7167,6933,36
四川,2020-03-29,0,0,0,7167,6933,36
四川,2020-03-30,0,0,0,7167,6933,36
四川,2020-03-31,2,0,0,7169,6933,36
四川,2020-04-01,2,1,0,7171,6934,36
四川,2020-04-02,1,0,0,7172,6934,36
四川,2020-04-03,2,1,0,7174,6935,36
四川,2020-04-04,1,1,0,7175,6936,36
四川,2020-04-05,1,1,0,7176,6937,36
四川,2020-04-06,1,1,0,7177,6938,36
四川,2020-04-07,0,0,0,7177,6938,36
四川,2020-04-08,0,0,0,7177,6938,36
四川,2020-04-09,0,5,0,7177,6943,36
四川,2020-04-10,0,1,0,7177,6944,36
四川,2020-04-11,0,0,0,7177,6944,36
四川,2020-04-12,0,1,0,7177,6945,36
四川,2020-04-13,0,0,0,7177,6945,36
四川,2020-04-14,0,2,0,7177,6947,36
四川,2020-04-15,0,2,0,7177,6949,36
四川,2020-04-16,0,0,0,7177,6949,36
四川,2020-04-17,1,1,0,7178,6950,36
四川,2020-04-18,0,1,0,7178,6951,36
四川,2020-04-19,0,0,0,7178,6951,36
四川,2020-04-20,0,0,0,7178,6951,36
四川,2020-04-21,0,2,0,7178,6953,36
四川,2020-04-22,0,1,0,7178,6954,36
四川,2020-04-23,0,0,0,7178,6954,36
四川,2020-04-24,0,0,0,7178,6954,36
四川,2020-04-25,0,0,0,7178,6954,36
四川,2020-04-26,0,0,0,7178,6954,36
四川,2020-04-27,0,0,0,7178,6954,36
四川,2020-04-28,0,0,0,7178,6954,36
四川,2020-04-29,0,0,0,7178,6954,36
四川,2020-04-30,0,0,0,7178,6954,36
四川,2020-05-01,0,0,0,7178,6954,36
四川,2020-05-02,0,0,0,7178,6954,36
四川,2020-05-03,0,0,0,7178,6954,36
四川,2020-05-04,0,0,0,7178,6954,36
四川,2020-05-05,0,0,0,7178,6954,36
四川,2020-05-06,0,0,0,7178,6954,36
四川,2020-05-07,0,0,0,7178,6954,36
四川,2020-05-08,0,0,0,7178,6954,36
四川,2020-05-09,0,0,0,7178,6954,36
四川,2020-05-10,0,0,0,7178,6954,36
四川,2020-05-11,0,0,0,7178,6954,36
四川,2020-05-12,0,0,0,7178,6954,36
四川,2020-05-13,0,0,0,7178,6954,36
四川,2020-05-14,0,0,0,7178,6954,36
四川,2020-05-15,0,0,0,7178,6954,36
四川,2020-05-16,0,0,0,7178,6954,36
四川,2020-05-17,0,0,0,7178,6954,36
四川,2020-05-18,0,0,0,7178,6954,36
四川,2020-05-19,0,0,0,7178,6954,36
四川,2020-05-20,0,0,0,7178,6954,36
四川,2020-05-21,2,0,0,7180,6954,36
四川,2020-05-22,0,0,0,7180,6954,36
四川,2020-05-23,0,0,0,7180,6954,36
四川,2020-05-24,1,0,0,7181,6954,36
四川,2020-05-25,0,0,0,7181,6954,36
四川,2020-05-26,0,0,0,7181,6954,36
四川,2020-05-27,0,0,0,7181,6954,36
四川,2020-05-28,0,0,0,7181,6954,36
四川,2020-05-29,0,0,0,7181,6954,36
四川,2020-05-30,0,0,0,7181,6954,36
四川,2020-05-31,11,0,0,7192,6954,36
四川,2020-06-01,2,0,0,7194,6954,36
四川,2020-06-02,0,0,0,7194,6954,36
四川,2020-06-03,0,0,0,7194,6954,36
四川,2020-06-04,1,0,0,7195,6954,36
四川,2020-06-05,0,0,0,7195,6954,36
四川,2020-06-06,0,0,0,7195,6954,36
四川,2020-06-07,3,0,0,7198,6954,36
四川,2020-06-08,1,0,0,7199,6954,36
四川,2020-06-09,0,0,0,7199,6954,36
四川,2020-06-10,0,3,0,7199,6957,36
四川,2020-06-11,0,1,0,7199,6958,36
四川,2020-06-12,1,1,0,7200,6959,36
四川,2020-06-13,0,1,0,7200,6960,36
四川,2020-06-14,4,0,0,7204,6960,36
四川,2020-06-15,1,1,0,7205,6961,36
四川,2020-06-16,1,1,0,7206,6962,36
四川,2020-06-17,0,2,0,7206,6964,36
四川,2020-06-18,0,2,0,7206,6966,36
四川,2020-06-19,0,1,0,7206,6967,36
四川,2020-06-20,0,0,0,7206,6967,36
四川,2020-06-21,0,0,0,7206,6967,36
四川,2020-06-22,0,2,0,7206,6969,36
四川,2020-06-23,0,1,0,7206,6970,36
四川,2020-06-24,0,2,0,7206,6972,36
四川,2020-06-25,0,0,0,7206,6972,36
四川,2020-06-26,0,0,0,7206,6972,36
四川,2020-06-27,0,0,0,7206,6972,36
四川,2020-06-28,3,2,0,7209,6974,36
四川,2020-06-29,3,1,0,7212,6975,36
四川,2020-06-30,0,2,0,7212,6977,36
天津,2020-01-21,2,0,0,352,333,5
天津,2020-01-22,2,0,0,383,359,5
天津,2020-01-23,1,0,0,555,521,8
天津,2020-01-24,3,0,0,747,701,11
天津,2020-01-25,1,0,0,772,723,11
天津,2020-01-26,4,0,0,776,723,11
天津,2020-01-27,9,0,0,1160,1080,17
天津,2020-01-28,1,0,0,1161,1080,17
天津,2020-01-29,3,0,0,1164,1080,17
天津,2020-01-30,4,0,0,1168,1080,17
天津,2020-01-31,1,0,0,1259,1164,17
天津,2020-02-01,9,0,0,1362,1252,17
天津,2020-02-02,8,1,0,1370,1253,17
天津,2020-02-03,12,0,0,1382,1253,17
天津,2020-02-04,7,1,0,1576,1432,20
天津,2020-02-05,2,0,1,1578,1432,21
天津,2020-02-06,10,0,0,1592,1436,21
天津,2020-02-07,2,0,0,1594,1436,21
天津,2020-02-08,7,2,0,1755,1584,23
天津,2020-02-09,3,0,0,1758,1584,23
天津,2020-02-10,4,4,1,1762,1588,24
